"시설명","시설코드","시설종류명(시설유형)","시설종류상세명(시설종류)","자치구(시)구분","시설장명","시군구코드","시군구명","시설주소"
"금천햇살요양원","G4267","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","우영선","1154500000","금천구","서울특별시 금천구 시흥대로 487 독산1동 2층 (독산동)"
"행복 데이케어센터","G4271","(노인) 재가노인복지시설","재가노인복지시설","자치구","장혁재","1174000000","강동구","서울특별시 강동구 올림픽로98길 30 3층 (암사동)"
"중랑구재가노인복지센터","G4277","(노인) 재가노인복지시설","재가노인복지시설","자치구","신평섭","1126000000","중랑구","서울특별시 중랑구 면목로 352 3층 (면목동)"
"성산100세 실버케어센터","G4292","(노인) 재가노인복지시설","재가노인복지시설","자치구","김성태","1141000000","서대문구","서울특별시 서대문구 증가로 55 (연희동)"
"관악난향데이케어센터","G4308","(노인) 재가노인복지시설","재가노인복지시설","자치구","김정순","1162000000","관악구","서울특별시 관악구 난곡로 42 2층 (신림동)"
"강북효심요양원1","G4328","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","정은경","1130500000","강북구","서울특별시 강북구 삼양로77가길 9 4층 (수유동)"
"강북효심요양원2","G4329","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김안숙","1130500000","강북구","서울특별시 강북구 삼양로77가길 9 2지하1층 (수유동)"
"북서울데이케어센터","G4345","(노인) 재가노인복지시설","재가노인복지시설","자치구","황명혜","1132000000","도봉구","서울특별시 도봉구 도봉로 523 23층 (쌍문동)"
"은빛사랑1","G4365","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","신우재","1156000000","영등포구","서울특별시 영등포구 디지털로 392 5층(대림동 정성빌딩)5층 (대림동 정성빌딩)"
"은빛사랑2","G4366","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","고미애","1156000000","영등포구","서울특별시 영등포구 디지털로 392 (대림동. 정성빌딩)5층"
"은빛사랑3","G4367","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","민경우","1156000000","영등포구","서울특별시 영등포구 디지털로 392 6층 (대림동 정성빌딩)6층 (대림동 정성빌딩)"
"구립갈월데이케어센터","G4371","(노인) 재가노인복지시설","재가노인복지시설","자치구","이형훈","1117000000","용산구","서울특별시 용산구 두텁바위로 25 3층 (갈월동 갈월종합사회복지관)"
"가인요양원","G4406","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","유영근","1130500000","강북구","서울특별시 강북구 삼양로 437 2층 (수유동 성아빌딩)"
"하늘정원 요양원","G4407","(노인) 노인요양시설","노인의료복지시설","자치구","김동미","1147000000","양천구","서울특별시 양천구 등촌로 32 8층 (목동 태영프라자)"
"정든요양원","G4416","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","유희연","1123000000","동대문구","서울특별시 동대문구 제기로 72 4층 (제기동)"
"강북유진복지센터","G4418","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","장명희","1130500000","강북구","서울특별시 강북구 삼양로77가길 9 5층 (수유동)"
"정든단기보호센터","G4422","(노인) 재가노인복지시설","재가노인복지시설","자치구","유희연","1123000000","동대문구","서울특별시 동대문구 제기로 72 4층 (제기동)"
"효림주야간보호센터","G4438","(노인) 재가노인복지시설","재가노인복지시설","자치구","박혜진","1123000000","동대문구","서울특별시 동대문구 고산자로 476 3층 (제기동)"
"노인요양시설 하늘정원실버케어","G4476","(노인) 노인요양시설","노인의료복지시설","자치구","김향미","1141000000","서대문구","서울특별시 서대문구 홍제내길48 (홍제동)"
"강동힐링요양원","G4483","(노인) 노인요양시설","노인의료복지시설","자치구","정혜수","1174000000","강동구","서울특별시 강동구 천호대로 1240-9 (둔촌동)"
"가온실버케어","G4487","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","강정애","1138000000","은평구","서울특별시 은평구 가좌로306 4층 (신사동)"
"가족사랑노인요양원","G4496","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","강번영","1150000000","강서구","서울특별시 강서구 곰달래로 97 2층 (화곡동 BS타운)"
"목동평강 요양원","G4509","(노인) 노인요양시설","노인의료복지시설","자치구","임재심","1147000000","양천구","서울특별시 양천구 은행정로5 6층 (신정동 에벤에셀프라자)"
"한마음요양원","G4517","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김진희","1168000000","강남구","서울특별시 강남구 논현로12길 19-4 2~3층 (개포동)"
"한마음데이케어센터","G4518","(노인) 재가노인복지시설","재가노인복지시설","자치구","김진희","1168000000","강남구","서울특별시 강남구 논현로12길 19-4 2~3층 (개포동)"
"청춘시대 재활복지센터","G4528","(노인) 재가노인복지시설","재가노인복지시설","자치구","최수영","1126000000","중랑구","서울특별시 중랑구 용마산로125가길 47 23층 (신내동)"
"엠더블유(공생) 요양원","G4529","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","장유진","1111000000","종로구","서울특별시 종로구 율곡로17길 7-38 6층 (이화동)"
"엠더블유 요양원 병설 주야간보호센터","G4530","(노인) 재가노인복지시설","재가노인복지시설","자치구","장유진","1111000000","종로구","서울특별시 종로구 율곡로17길 7-38 5층 (이화동)"
"강동어르신돌봄지원센터","G4551","(노인) 재가노인복지시설","재가노인복지시설","자치구","이규열","1174000000","강동구","서울특별시 강동구 구천면로62길 191층 (천호동)"
"성북50플러스센터","G4573","(노인) 노인교실","노인여가복지시설","자치구","장성호","1129000000","성북구","서울특별시 성북구 지봉로24길 26 (보문동5가)"
"강남가정요양원4","G4592","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","한동인","1154500000","금천구","서울특별시 금천구 독산로 290 4층 (독산동)"
"강남가정요양원3","G4593","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","한광택","1154500000","금천구","서울특별시 금천구 독산로 290 3층 (독산동)"
"동광노인복지센터","G4629","(노인) 재가노인복지시설","재가노인복지시설","자치구","김옥자","1159000000","동작구","서울특별시 동작구 성대로1가길 12 (상도동)"
"효도로 100세대학(데이케어센터)","G4641","(노인) 재가노인복지시설","재가노인복지시설","자치구","전숙영","1153000000","구로구","서울특별시 구로구 경인로43길 22 2층 (고척동)"
"서초구립느티나무쉼터","G4645","(노인) 노인복지관","노인여가복지시설","자치구","백혁","1165000000","서초구","서울특별시 서초구 염곡말길 9 (염곡동 느티나무쉼터)"
"평강마을 데이케어센터","G4646","(노인) 재가노인복지시설","재가노인복지시설","자치구","전동식","1121500000","광진구","서울특별시 광진구 자양번영로4길 13 3층 (자양동)"
"신상도요양원","G4652","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박혜순","1159000000","동작구","서울특별시 동작구 양녕로20길 108 (상도동)"
"관악희망데이케어센터","G4655","(노인) 재가노인복지시설","재가노인복지시설","자치구","황인선","1162000000","관악구","서울특별시 관악구 봉천로 391 5층 (봉천동)"
"하늘빛데이케어센터","G4658","(노인) 재가노인복지시설","재가노인복지시설","자치구","황인원","1162000000","관악구","서울특별시 관악구 쑥고개로 100 4층 401.402호 (봉천동 생모리츠타운)"
"(주)실버웨이 복지법인 도봉노인복지센터","G4670","(노인) 재가노인복지시설","재가노인복지시설","자치구","홍진기","1132000000","도봉구","서울특별시 도봉구 도당로13길16 5층 (방학동)"
"성주데이케어센터","G4675","(노인) 재가노인복지시설","재가노인복지시설","자치구","정미란","1147000000","양천구","서울특별시 양천구 월정로14545층 (신월동 삼보빌딩)"
"가가호호데이케어센터","G4679","(노인) 재가노인복지시설","재가노인복지시설","자치구","김철용","1147000000","양천구","서울특별시 양천구 월정로 39 2층 (신월동)"
"상암데이케어센터","G4680","(노인) 재가노인복지시설","재가노인복지시설","자치구","장재도","1144000000","마포구","서울특별시 마포구 월드컵로42길 2 2층 (상암동)"
"에이스종합복지센터","G4685","(노인) 재가노인복지시설","재가노인복지시설","자치구","원미희","1138000000","은평구","서울특별시 은평구 통일로65길 26 45층 (대조동)"
"더봄데이케어센터","G4693","(노인) 재가노인복지시설","재가노인복지시설","자치구","이정근","1141000000","서대문구","서울특별시 서대문구 응암로16 2층 (북가좌동)"
"바른데이케어센터","G4702","(노인) 재가노인복지시설","재가노인복지시설","자치구","정용택","1129000000","성북구","서울특별시 성북구 보문로40길 11 4층 (동소문동5가)"
"효드림주야간보호센터","G4705","(노인) 재가노인복지시설","재가노인복지시설","자치구","오병선","1162000000","관악구","서울특별시 관악구 관악로 111 3층 (봉천동)"
"구립모랫말데이케어센터","G4715","(노인) 재가노인복지시설","재가노인복지시설","자치구","차보경","1156000000","영등포구","서울특별시 영등포구 도영로 41 (도림동)"
"'품앗이노인복지센터'","G4733","(노인) 재가노인복지시설","재가노인복지시설","자치구","이현정","1162000000","관악구","서울특별시 관악구 참숯길 9 1층 (봉천동)"
"사랑나눔재가복지센터","G4734","(노인) 재가노인복지시설","재가노인복지시설","자치구","양효석","1126000000","중랑구","서울특별시 중랑구 동일로806  3층 (중화동)"
"우리노인복지센터","G4735","(노인) 재가노인복지시설","재가노인복지시설","자치구","최미정","1159000000","동작구","서울특별시 동작구 남부순환로 2053 (사당동)"
"소망요양원1","G4738","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김연","1153000000","구로구","서울특별시 구로구 구로동로28길 87 2층 (구로동)"
"소망요양원2","G4739","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이계진","1153000000","구로구","서울특별시 구로구 구로동로28길 87 2층 (구로동)"
"개포데이케어센터","G4755","(노인) 재가노인복지시설","재가노인복지시설","자치구","유석진","1168000000","강남구","서울특별시 강남구 삼성로 38 504~506호 (개포동 개포빌딩)"
"늘푸른요양원","G4758","(노인) 노인요양시설","노인의료복지시설","자치구","남정애","1150000000","강서구","서울특별시 강서구 수명로 80 6층 7층 (내발산동 베스트프라자)"
"효순데이케어센터","G4784","(노인) 재가노인복지시설","재가노인복지시설","자치구","신남희","1174000000","강동구","서울특별시 강동구 천호대로 1196 2층 (둔촌동 도성빌딩)"
"우리엄마요양원 2호점","G4798","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김정은","1129000000","성북구","서울특별시 성북구 보문로123 4 2층 (보문동2가)"
"성수1가2동노인복지센터","G4813","(노인) 노인복지관","노인여가복지시설","자치구","박필선","1120000000","성동구","서울특별시 성동구 왕십리로5길 6층 (성수동1가 성수1가2동 공공복합청사)"
"성모요양원","G4819","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","서민정","1135000000","노원구","서울특별시 노원구 노원로 479 3층 (상계동)"
"강서중앙데이케어센터","G4834","(노인) 재가노인복지시설","재가노인복지시설","자치구","홍종태","1150000000","강서구","서울특별시 강서구 양천로 132 12층 (방화동 한림리첸빌)"
"구로미가데이케어센터","G4840","(노인) 재가노인복지시설","재가노인복지시설","자치구","김혜숙","1153000000","구로구","서울특별시 구로구 천왕로32 67층 605701호 (천왕동 에이스프라자)"
"실버빌요양원","G4842","(노인) 노인요양시설","노인의료복지시설","자치구","김재겸","1132000000","도봉구","서울특별시 도봉구 노해로277 (창동)"
"굿피플데이케어센터","G4857","(노인) 장기요양기관","노인기타","자치구","임을란","1162000000","관악구","서울특별시 관악구 난곡로 299 4층 (신림동)"
"KB골든라이프케어 위례 빌리지","G4859","(노인) 노인요양시설","노인의료복지시설","자치구","곽혜련","1171000000","송파구","서울특별시 송파구 위례광장로 220 (장지동)"
"물빛데이케어센터","G4868","(노인) 재가노인복지시설","재가노인복지시설","자치구","서수련","1138000000","은평구","서울특별시 은평구 수색로256 2층 (수색동)"
"풍납데이케어센터","G4874","(노인) 재가노인복지시설","재가노인복지시설","자치구","유지민","1171000000","송파구","서울특별시 송파구 강동대로3길 5 (풍납동)"
"서울송담데이케어센터","G4912","(노인) 재가노인복지시설","재가노인복지시설","자치구","정영숙","1135000000","노원구","서울특별시 노원구 상계로27길 12 501호 (상계동 경인빌딩)"
"조은노인복지센터","G4930","(노인) 재가노인복지시설","재가노인복지시설","자치구","김광명","1130500000","강북구","서울특별시 강북구 삼양로 237 2층 (미아동)"
"오손도손복지센터","G4947","(노인) 재가노인복지시설","재가노인복지시설","자치구","김영신","1132000000","도봉구","서울특별시 도봉구 해등로16길 106 3층 (창동)"
"사랑채요양원","G4960","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","고재희","1126000000","중랑구","서울특별시 중랑구 면목로 220 2층 (면목동 학림빌딩)"
"상봉사랑채요양원단기보호","G4961","(노인) 재가노인복지시설","재가노인복지시설","자치구","고재희","1126000000","중랑구","서울특별시 중랑구 면목로 220 2층 (면목동)"
"강서데이케어센터","G4964","(노인) 재가노인복지시설","재가노인복지시설","자치구","조미숙","1150000000","강서구","서울특별시 강서구 화곡로 225 27층 (화곡동)"
"늘푸른 소망요양원","G4983","(노인) 노인요양시설","노인의료복지시설","자치구","이영란","1147000000","양천구","서울특별시 양천구 지양로 29 234층 (신월동 오윤빌딩)"
"실버하우스 늘봄","G4986","(노인) 노인공동생활가정","노인주거복지시설","자치구","황택","1147000000","양천구","서울특별시 양천구 목동중앙남로3길 42 (목동)"
"국민주야간복지센터","G4992","(노인) 재가노인복지시설","재가노인복지시설","자치구","홍성관","1147000000","양천구","서울특별시 양천구 목동로 234 6층 (목동 경원빌딩)"
"에이원데이케어센터","G4996","(노인) 재가노인복지시설","재가노인복지시설","자치구","최선택","1147000000","양천구","서울특별시 양천구 중앙로 312 1층 (신정동)"
"참존vip요양원","G5001","(노인) 노인요양시설","노인의료복지시설","자치구","유명철","1132000000","도봉구","서울특별시 도봉구 도봉로136가길 4 4층 (창동 창동리더스빌딩)"
"희망재가장기요양기관","G5028","(노인) 재가노인복지시설","재가노인복지시설","자치구","신은섭","1126000000","중랑구","서울특별시 중랑구 면목로58길 18 (면목동)"
"고수련노인복지센터","G5036","(노인) 재가노인복지시설","재가노인복지시설","자치구","도은숙","1135000000","노원구","서울특별시 노원구 상계로27길 32 5층 (상계동 대명빌딩)"
"(A )강동포도나무요양원 2호점","G5041","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김심명","1174000000","강동구","서울특별시 강동구 상암로 195 2층 203호 (명일동)"
"(A )강동포도나무요양원 1호점","G5042","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","홍미경","1174000000","강동구","서울특별시 강동구 상암로 195 2층 201호 (명일동)"
"강동천호실버센터1호","G5045","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이유경","1174000000","강동구","서울특별시 강동구 올림픽로664 3층 331호 (천호동 대우 한강 베네시티)"
"강동천호실버센터2호","G5047","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","최지연","1174000000","강동구","서울특별시 강동구 올림픽로 664 3층 332호 (천호동 대우 한강 베네시티)"
"늘봄요양원","G5049","(노인) 노인요양시설","노인의료복지시설","자치구","문덕흥","1135000000","노원구","서울특별시 노원구 한글비석로47길 58 2층 (상계동)"
"늘봄데이케어센터","G5050","(노인) 재가노인복지시설","재가노인복지시설","자치구","문덕흥","1135000000","노원구","서울특별시 노원구 한글비석로47길 58 2층 (상계동 우림빌딩)"
"양천시니어클럽","G5055","(노인) 노인일자리지원기관","노인일자리지원기관","자치구","방현종","1147000000","양천구","서울특별시 양천구 신목로46 1층 (신정동)"
"성북구립 삼선실버복지센터","G5082","(노인) 노인복지관(소규모)","노인여가복지시설","자치구","나은미","1129000000","성북구","서울특별시 성북구 삼선교로18길 41 (삼선동5가)"
"광진시니어클럽","G5084","(노인) 노인일자리지원기관","노인일자리지원기관","자치구","박효동","1121500000","광진구","서울특별시 광진구 자양번영로7길 16-9 (자양동)"
"KB골든라이프케어 위례케어센터","G5085","(노인) 재가노인복지시설","재가노인복지시설","자치구","곽혜련","1171000000","송파구","서울특별시 송파구 위례광장로 220 1층 (장지동)"
"창동자운데이케어센터","G5087","(노인) 재가노인복지시설","재가노인복지시설","자치구","하숙경","1132000000","도봉구","서울특별시 도봉구 마들로13길 165 4층 (창동)"
"(협)사랑방데이케어센터","G5106","(노인) 재가노인복지시설","재가노인복지시설","자치구","김재환","1147000000","양천구","서울특별시 양천구 가로공원로146 2층 (신월동 정용빌딩)"
"참사랑실버재활주간보호센터","G5110","(노인) 재가노인복지시설","재가노인복지시설","자치구","채성준","1123000000","동대문구","서울특별시 동대문구 장한로23길 21 2층 (장안동)"
"노원시니어클럽","G5120","(노인) 노인일자리지원기관","노인일자리지원기관","자치구","강은경","1135000000","노원구","서울특별시 노원구 동일로239다길 19 2층 (상계동)"
"창조복지재가센터","G5132","(노인) 재가노인복지시설","재가노인복지시설","자치구","소혜진","1130500000","강북구","서울특별시 강북구 노해로 902층 206호 (수유동)(수유동)"
"하사랑노인요양복지센터","G5139","(노인) 재가노인복지시설","재가노인복지시설","자치구","박무중","1147000000","양천구","서울특별시 양천구 목동중앙북로8나길 14 102호 (목동)"
"늘봄데이케어센터","G5156","(노인) 재가노인복지시설","재가노인복지시설","자치구","황택","1147000000","양천구","서울특별시 양천구 목동중앙남로3길42 (목동 지하1층지상1층지상2층)"
"엔젤노인재가복지센터","G5163","(노인) 재가노인복지시설","재가노인복지시설","자치구","신영숙","1126000000","중랑구","서울특별시 중랑구 사가정로42길 63 1층 (면목동)"
"누리 봄 방문간호요양센터","G5165","(노인) 재가노인복지시설","재가노인복지시설","자치구","김태진","1126000000","중랑구","서울특별시 중랑구 겸재로54길 55 1층(면목동)"
"은평실버랜드요양원","G5167","(노인) 노인요양시설","노인의료복지시설","자치구","강대근","1138000000","은평구","서울특별시 은평구 연서로21길27-20 (갈현동)"
"은평사랑데이케어센터","G5168","(노인) 재가노인복지시설","재가노인복지시설","자치구","이영순","1138000000","은평구","서울특별시 은평구 은평로 185 B동 4층 (녹번동)"
"문화촌데이케어센터","G5171","(노인) 재가노인복지시설","재가노인복지시설","자치구","임경복","1141000000","서대문구","서울특별시 서대문구 세검정로 95 2층 3층 (홍제동)"
"가족사랑 데이케어","G5173","(노인) 재가노인복지시설","재가노인복지시설","자치구","박종수","1126000000","중랑구","서울특별시 중랑구 망우로 244 5층 (상봉동 덕화빌딩)"
"DMC실버케어","G5178","(노인) 재가노인복지시설","재가노인복지시설","자치구","강윤석","1141000000","서대문구","서울특별시 서대문구 응암로 76 4층 (북가좌동)"
"평화요양원","G5189","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이지택","1123000000","동대문구","서울특별시 동대문구 제기로 72 3층 (제기동)"
"금천시니어클럽","G5193","(노인) 노인일자리지원기관","노인일자리지원기관","자치구","김선웅","1154500000","금천구","서울특별시 금천구 두산로3길 492층 (가산동)"
"마주봄노인복지센터","G5200","(노인) 재가노인복지시설","재가노인복지시설","자치구","김은경","1114000000","중구","서울특별시 중구 필동로8가길 56 2층 202 203호 (예장동)"
"강북희망데이케어센터","G5204","(노인) 재가노인복지시설","재가노인복지시설","자치구","유형옥","1130500000","강북구","서울특별시 강북구 삼양로 412 2층 (수유동)"
"한샘실버케어센터","G5206","(노인) 재가노인복지시설","재가노인복지시설","자치구","김택수","1135000000","노원구","서울특별시 노원구 한글비석로264 506호 (중계동 그랜드프라자)"
"상도은빛어르신복지관","G5219","(노인) 노인복지관(소규모)","노인여가복지시설","자치구","최재경","1159000000","동작구","서울특별시 동작구 매봉로 36 (상도1동)"
"당신의 의자 요양원","G5223","(노인) 노인요양시설","노인의료복지시설","자치구","전정순","1162000000","관악구","서울특별시 관악구 난곡로10길 10 (신림동)"
"늘푸른데이케어센터","G5224","(노인) 재가노인복지시설","재가노인복지시설","자치구","강기운","1135000000","노원구","서울특별시 노원구 공릉로43길 18 2층 (공릉동)"
"해피데이케어센터 은평","G5227","(노인) 재가노인복지시설","재가노인복지시설","자치구","이희재","1138000000","은평구","서울특별시 은평구 진흥로 77 45층 (역촌동)"
"화곡주야간재가복지센터","G5306","(노인) 재가노인복지시설","재가노인복지시설","자치구","김미관","1150000000","강서구","서울특별시 강서구 까치산로 75 4층 (화곡동 호왕빌딩)"
"88재활데이케어센터","G5318","(노인) 재가노인복지시설","재가노인복지시설","자치구","김현승","1135000000","노원구","서울특별시 노원구 상계로27길 12 401 402 503호 (상계동)"
"감동드림데이케어센터","G5323","(노인) 재가노인복지시설","재가노인복지시설","자치구","김성용","1154500000","금천구","서울특별시 금천구 금하로 720 5층 (시흥동 에벤에셀프라자)"
"성산100세노인요양공동생활가정 2관","G5338","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","정정희","1141000000","서대문구","서울특별시 서대문구 증가로 55 (연희동)"
"가가호호 데이케어센터","G5341","(노인) 재가노인복지시설","재가노인복지시설","자치구","유길상","1162000000","관악구","서울특별시 관악구 은천로 25 5층 (봉천동 정암빌딩)"
"서울재가복지센터","G5342","(노인) 재가노인복지시설","재가노인복지시설","자치구","이혁","1114000000","중구","서울특별시 중구 중림로 51-2 2층 (중림동)"
"강변케어센터","G5350","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이유진","1121500000","광진구","서울특별시 광진구 구의강변로 35 6층 (구의동)"
"강변케어센터2","G5351","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","심대유","1121500000","광진구","서울특별시 광진구 구의강변로 35 6층 (구의동)"
"A 효담라이프케어 송파주야간보호센터","G5353","(노인) 재가노인복지시설","재가노인복지시설","자치구","이병옥","1171000000","송파구","서울특별시 송파구 송이로32길 18 3층 (문정동 에코타워)"
"예담주야간보호센터","G5390","(노인) 재가노인복지시설","재가노인복지시설","자치구","고혜연","1123000000","동대문구","서울특별시 동대문구 장한로27길 29 301호 (장안동)"
"기쁨과나눔노인요양원","G5402","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","조병석","1132000000","도봉구","서울특별시 도봉구 도봉로137길 48 2층 (쌍문동)"
"기쁨과나눔노인요양원2호점","G5403","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","오두영","1132000000","도봉구","서울특별시 도봉구 도봉로137길 48 2층 (쌍문동)"
"이삭요양원","G5409","(노인) 노인요양시설","노인의료복지시설","자치구","백남옥","1154500000","금천구","서울특별시 금천구 시흥대로 214 (시흥동)"
"효심재가요양센터","G5438","(노인) 재가노인복지시설","재가노인복지시설","자치구","황영옥","1174000000","강동구","서울특별시 강동구 성안로 61 4층 (성내동 토성빌딩)"
"(주)롱라이프그린케어 선사노인복지센터","G5441","(노인) 재가노인복지시설","재가노인복지시설","자치구","김광숙","1174000000","강동구","서울특별시 강동구 고덕로40 2~3층 (암사동)"
"북부성모요양원","G5453","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김지수","1130500000","강북구","서울특별시 강북구 한천로 1152 (수유동 수유빌딩 3층)"
"사랑나눔 주야간보호센터","G5462","(노인) 재가노인복지시설","재가노인복지시설","자치구","이권학","1126000000","중랑구","서울특별시 중랑구 용마산로 297-3 (면목동)"
"잠실힐링데이케어","G5481","(노인) 재가노인복지시설","재가노인복지시설","자치구","권현주","1171000000","송파구","서울특별시 송파구 백제고분로 187 2 3층 (잠실동 파크인-수)"
"A플러스노아재활요양원","G5487","(노인) 노인요양시설","노인의료복지시설","자치구","김세용","1132000000","도봉구","서울특별시 도봉구 마들로 649-20 6층 (방학동 메인프라자)"
"강남70플러스라운지","G5500","(노인) 노인교실","노인여가복지시설","자치구","이은주","1168000000","강남구","서울특별시 강남구 도곡동 남부순환로378길 20"
"재단법인 서울특별시 사회서비스원(은평종합재가센터)","G5501","(노인) 재가노인복지시설","재가노인복지시설","자치구","장진숙","1138000000","은평구","서울특별시 은평구 진흥로77 3층 (역촌동)"
"하나재가복지센터","G5505","(노인) 재가노인복지시설","재가노인복지시설","자치구","김미아","1147000000","양천구","서울특별시 양천구 목동남로 64-1 2층 (신정동)"
"강서목동재가복지센터","G5510","(노인) 재가노인복지시설","재가노인복지시설","자치구","김상림","1147000000","양천구","서울특별시 양천구 국회대로 252 4층 408호 (신정동)"
"봄날재가복지센터","G5528","(노인) 재가노인복지시설","재가노인복지시설","자치구","허혜선","1147000000","양천구","서울특별시 양천구 오목로114 1층 (신월동)"
"미소지움요양원","G5531","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박현정","1123000000","동대문구","서울특별시 동대문구 한천로37길 19 3층 (답십리동 창승빌딩)"
"미소지움단기보호센터","G5532","(노인) 재가노인복지시설","재가노인복지시설","자치구","박현정","1123000000","동대문구","서울특별시 동대문구 한천로37길 19 3층 (답십리동 창승빌딩)"
"가족사랑복지센터","G5533","(노인) 재가노인복지시설","재가노인복지시설","자치구","임정자","1150000000","강서구","서울특별시 강서구 곰달래로 137-1 4층 (화곡동)"
"가나안은혜복지센터","G5545","(노인) 재가노인복지시설","재가노인복지시설","자치구","김보람","1147000000","양천구","서울특별시 양천구 신목로6길11 1층 (신정동)"
"두드림 데이케어센터","G5558","(노인) 재가노인복지시설","재가노인복지시설","자치구","김나영","1162000000","관악구","서울특별시 관악구 관악로 287 307308호 (봉천동 성현동아@상가)"
"난향요양원1","G5561","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김정은","1162000000","관악구","서울특별시 관악구 남부순환로 1470 3층 (신림동)"
"난향요양원2","G5562","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","문제숙","1162000000","관악구","서울특별시 관악구 남부순환로 1470 4층 (신림동)"
"사랑모아데이케어센터","G5582","(노인) 재가노인복지시설","재가노인복지시설","자치구","이정숙","1150000000","강서구","서울특별시 강서구 강서로52길 50 2층 (내발산동)"
"다인재가노인복지센터","G5601","(노인) 재가노인복지시설","재가노인복지시설","자치구","박은주","1126000000","중랑구","서울특별시 중랑구 사가정로 383 2층 (면목동)"
"양천노인복지센터","G5609","(노인) 재가노인복지시설","재가노인복지시설","자치구","김승용","1147000000","양천구","서울특별시 양천구 목동중앙서로 30 3층 302호 (목동)"
"서서울어르신복지관","G5617","(노인) 노인복지관","노인여가복지시설","자치구","장은경","1147000000","양천구","서울특별시 양천구 가로공원로60가길16 (신월동)"
"느티나무데이케어센터","G5629","(노인) 재가노인복지시설","재가노인복지시설","자치구","이학범","1123000000","동대문구","서울특별시 동대문구 약령중앙로8길 10 2-3층 (제기동)"
"우리데이케어센터","G5632","(노인) 재가노인복지시설","재가노인복지시설","자치구","박도연","1154500000","금천구","서울특별시 금천구 시흥대로 426 6층 (독산동)"
"나무 주간보호센터","G5633","(노인) 재가노인복지시설","재가노인복지시설","자치구","고유성","1135000000","노원구","서울특별시 노원구 화랑로 463 2층 (공릉동)"
"인연방문요양센터","G5648","(노인) 재가노인복지시설","재가노인복지시설","자치구","김인숙","1138000000","은평구","서울특별시 은평구 진흥로1길 38-20 (역촌동)"
"은평푸른성재가복지센터","G5649","(노인) 재가노인복지시설","재가노인복지시설","자치구","노석자","1138000000","은평구","서울특별시 은평구 연서로22길 5-4 (대조동)"
"서울시사회서비스원 강서종합재가센터","G5697","(노인) 재가노인복지시설","재가노인복지시설","자치구","성권영","1150000000","강서구","서울특별시 강서구 공항대로 325 3층 (등촌동 에이스빌딩)"
"행복114 재가노인복지센터","G5703","(노인) 재가노인복지시설","재가노인복지시설","자치구","마명숙","1159000000","동작구","서울특별시 동작구 동작대로 163 4층 402-2호 (사당동)"
"동행재가복지센터","G5708","(노인) 재가노인복지시설","재가노인복지시설","자치구","서주영","1138000000","은평구","서울특별시 은평구 서오릉로15길 5 103호 (구산동)"
"강이보이는요양원","G5713","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","강요섭","1153000000","구로구","서울특별시 구로구 개봉로 4 5층 (개봉동)"
"노블레스요양원2","G5731","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김제선","1121500000","광진구","서울특별시 광진구 용마산로 105 2층 (중곡동)"
"마음다함 어르신돌봄센터 독산점","G5788","(노인) 재가노인복지시설","재가노인복지시설","자치구","김유경","1154500000","금천구","서울특별시 금천구 벚꽃로6길21 3층 (독산동 예일빌딩)"
"e편한재가복지센터","G5799","(노인) 재가노인복지시설","재가노인복지시설","자치구","한영조","1135000000","노원구","서울특별시 노원구 상계로23다길 4B1호 (상계동)(상계동)"
